Date,A_None,A_D0,A_D1,A_D2,A_D3,A_D4,P_None,P_D0,P_D1,P_D2,P_D3,P_D4
2015-09-29,0.14,99.86,97.33,92.36,71.08,46.0,221.36,"157,926.51","153,931.24","146,069.15","112,405.43","72,748.62"
2015-09-22,0.14,99.86,97.33,92.36,71.08,46.0,221.36,"157,926.51","153,931.24","146,069.15","112,405.25","72,748.62"
2015-09-15,0.14,99.86,97.33,92.36,71.08,46.0,221.36,"157,926.51","153,931.24","146,069.15","112,405.25","72,748.62"
2015-09-08,0.14,99.86,97.35,92.36,71.08,46.0,221.36,"157,926.51","153,962.48","146,069.15","112,405.25","72,748.62"
2015-09-01,0.14,99.86,97.35,92.36,71.08,46.0,221.36,"157,926.51","153,962.48","146,069.15","112,405.25","72,748.62"
2015-08-25,0.14,99.86,97.35,92.36,71.08,46.0,221.36,"157,926.51","153,962.48","146,069.15","112,405.25","72,748.62"
2015-08-18,0.14,99.86,97.35,92.36,71.08,46.0,221.36,"157,926.51","153,962.48","146,069.15","112,405.25","72,748.62"
2015-08-11,0.14,99.86,97.35,92.36,71.08,46.0,221.36,"157,926.51","153,962.48","146,069.15","112,405.25","72,748.62"
2015-08-04,0.14,99.86,97.35,94.59,71.08,46.0,221.36,"157,926.51","153,962.48","149,591.46","112,405.25","72,748.62"
2015-07-28,0.14,99.86,97.35,94.59,71.08,46.0,221.36,"157,926.51","153,962.48","149,591.46","112,405.25","72,748.62"
2015-07-21,0.14,99.86,97.35,94.59,71.08,46.0,221.36,"157,926.51","153,962.48","149,591.46","112,405.25","72,748.62"
2015-07-14,0.14,99.86,98.71,94.59,71.08,46.0,221.36,"157,926.51","156,111.18","149,591.46","112,405.25","72,748.62"
2015-07-07,0.14,99.86,98.71,94.59,71.08,46.73,221.36,"157,926.51","156,111.18","149,591.46","112,405.25","73,900.16"
2015-06-30,0.14,99.86,98.71,94.59,71.08,46.73,221.36,"157,926.51","156,111.18","149,597.94","112,405.25","73,900.16"
2015-06-23,0.14,99.86,98.71,94.59,71.08,46.73,221.36,"157,926.51","156,111.18","149,597.94","112,405.25","73,900.16"
2015-06-16,0.14,99.86,98.71,94.59,71.08,46.73,221.36,"157,926.51","156,111.18","149,597.94","112,405.25","73,900.16"
2015-06-09,0.14,99.86,98.71,93.91,71.08,46.73,221.36,"157,926.51","156,111.18","148,511.61","112,405.25","73,900.16"
2015-06-02,0.14,99.86,98.71,93.91,69.61,46.73,221.36,"157,926.51","156,111.18","148,511.61","110,085.52","73,900.16"
2015-05-26,0.14,99.86,98.71,93.91,66.6,46.73,221.36,"157,926.51","156,111.18","148,511.61","105,331.96","73,900.16"
2015-05-19,0.14,99.86,98.28,93.91,66.6,46.77,221.36,"157,926.51","155,427.34","148,511.61","105,331.96","73,970.68"
2015-05-12,0.14,99.86,98.28,93.91,66.6,46.77,221.36,"157,926.51","155,427.34","148,511.61","105,331.96","73,970.68"
2015-05-05,0.14,99.86,98.28,93.91,66.6,46.77,221.36,"157,926.51","155,427.34","148,511.61","105,331.96","73,970.68"
2015-04-28,0.14,99.86,98.11,93.44,66.6,46.77,221.36,"157,926.51","155,157.88","147,771.67","105,331.96","73,970.68"
2015-04-21,0.14,99.86,98.11,93.44,66.6,46.77,221.36,"157,926.51","155,157.88","147,771.67","105,331.96","73,970.68"
2015-04-14,0.14,99.86,98.11,93.44,66.6,44.32,221.36,"157,926.51","155,157.88","147,771.67","105,331.96","70,089.79"
2015-04-07,0.15,99.85,98.11,93.44,66.6,44.32,231.21,"157,916.66","155,157.88","147,771.67","105,331.96","70,089.79"
2015-03-31,0.15,99.85,98.11,93.44,66.6,41.41,231.21,"157,916.66","155,157.88","147,771.67","105,331.96","65,483.78"
2015-03-24,0.15,99.85,98.11,93.44,66.6,41.41,231.21,"157,916.66","155,157.88","147,771.67","105,331.96","65,483.78"
2015-03-17,0.16,99.84,98.11,93.44,67.46,39.92,246.95,"157,900.92","155,157.88","147,771.67","106,690.61","63,138.24"
2015-03-10,0.16,99.84,98.11,93.44,67.46,39.92,246.95,"157,900.92","155,157.88","147,771.67","106,690.61","63,138.24"
2015-03-03,0.16,99.84,98.1,93.44,67.46,39.92,246.95,"157,900.92","155,135.20","147,771.67","106,690.61","63,138.24"
2015-02-24,0.16,99.84,98.1,93.44,67.46,39.92,246.95,"157,900.92","155,135.20","147,771.67","106,690.61","63,138.24"
2015-02-17,0.16,99.84,98.1,93.44,67.46,41.2,246.95,"157,900.92","155,135.20","147,771.67","106,690.61","65,155.65"
2015-02-10,0.16,99.84,98.1,93.44,67.46,39.99,246.95,"157,900.92","155,135.20","147,771.67","106,690.61","63,247.11"
2015-02-03,0.16,99.84,98.13,93.57,77.46,39.99,247.35,"157,900.52","155,188.03","147,979.15","122,495.47","63,251.11"
2015-01-27,0.0,100.0,98.13,94.34,77.52,39.99,0.00,"158,147.87","155,188.03","149,189.91","122,590.71","63,251.11"
2015-01-20,0.0,100.0,98.13,94.34,77.52,39.15,0.00,"158,147.87","155,188.03","149,189.91","122,590.71","61,913.33"
2015-01-13,0.0,100.0,98.12,94.34,77.52,39.15,0.00,"158,147.87","155,173.19","149,189.91","122,590.71","61,913.33"
2015-01-06,0.0,100.0,98.12,94.34,77.94,32.21,0.00,"158,147.87","155,173.19","149,189.91","123,267.26","50,938.82"
2014-12-30,0.0,100.0,98.12,94.34,77.94,32.21,0.00,"158,147.87","155,173.19","149,189.91","123,267.26","50,938.82"
2014-12-23,0.0,100.0,98.41,94.42,77.94,32.21,0.00,"158,147.87","155,628.63","149,330.59","123,267.26","50,938.82"
2014-12-16,0.0,100.0,98.41,94.42,77.94,32.21,0.00,"158,147.87","155,628.63","149,330.59","123,267.26","50,938.82"
2014-12-09,0.0,100.0,99.72,94.42,79.69,55.08,0.00,"158,147.87","157,697.78","149,330.59","126,030.66","87,105.02"
2014-12-02,0.0,100.0,99.72,94.42,79.69,55.08,0.00,"158,147.87","157,697.78","149,330.59","126,030.66","87,105.02"
2014-11-25,0.0,100.0,99.72,94.42,79.69,55.08,0.00,"158,147.87","157,697.78","149,330.59","126,030.66","87,105.02"
2014-11-18,0.0,100.0,99.72,94.42,79.69,55.08,0.00,"158,147.87","157,697.78","149,330.59","126,030.66","87,105.02"
2014-11-11,0.0,100.0,99.72,94.42,79.69,55.08,0.00,"158,147.87","157,697.78","149,330.59","126,030.66","87,105.02"
2014-11-04,0.0,100.0,99.71,94.42,79.69,55.08,0.00,"158,147.87","157,683.00","149,330.59","126,030.66","87,105.02"
2014-10-28,0.0,100.0,100.0,95.04,81.92,58.41,0.00,"158,147.87","158,147.87","150,308.97","129,551.87","92,370.55"
2014-10-21,0.0,100.0,100.0,95.04,81.92,58.41,0.00,"158,147.87","158,147.87","150,308.97","129,551.87","92,370.55"
2014-10-14,0.0,100.0,100.0,95.04,81.92,58.41,0.00,"158,147.87","158,147.87","150,308.97","129,551.87","92,370.55"
2014-10-07,0.0,100.0,100.0,95.04,81.92,58.41,0.00,"158,147.87","158,147.87","150,308.97","129,551.87","92,370.55"
2014-09-30,0.0,100.0,100.0,95.04,81.92,58.41,0.00,"158,147.87","158,147.87","150,308.97","129,551.87","92,370.55"
2014-09-23,0.0,100.0,100.0,95.34,81.92,58.41,0.00,"158,147.87","158,147.87","150,780.73","129,551.87","92,378.74"
2014-09-16,0.0,100.0,100.0,95.42,81.92,58.41,0.00,"158,147.87","158,147.87","150,899.56","129,551.87","92,378.74"
2014-09-09,0.0,100.0,100.0,95.42,81.92,58.41,0.00,"158,147.87","158,147.87","150,899.56","129,551.87","92,378.74"
2014-09-02,0.0,100.0,100.0,95.42,81.92,58.41,0.00,"158,147.87","158,147.87","150,899.56","129,551.87","92,378.74"
2014-08-26,0.0,100.0,100.0,95.42,81.92,58.41,0.00,"158,147.87","158,147.87","150,899.56","129,551.87","92,378.74"
2014-08-19,0.0,100.0,100.0,97.59,81.92,58.41,0.00,"158,147.87","158,147.87","154,332.07","129,551.87","92,378.74"
2014-08-12,0.0,100.0,100.0,99.8,81.92,58.41,0.00,"158,147.87","158,147.87","157,828.59","129,556.17","92,378.74"
2014-08-05,0.0,100.0,100.0,99.8,81.92,58.41,0.00,"158,147.87","158,147.87","157,828.59","129,556.17","92,378.74"
2014-07-29,0.0,100.0,100.0,100.0,81.89,58.41,0.00,"158,147.87","158,147.87","158,147.87","129,513.76","92,378.74"
2014-07-22,0.0,100.0,100.0,100.0,81.89,36.49,0.00,"158,147.87","158,147.87","158,147.87","129,513.76","57,715.62"
2014-07-15,0.0,100.0,100.0,100.0,81.85,36.49,0.00,"158,147.87","158,147.87","158,147.87","129,439.82","57,715.62"
2014-07-08,0.0,100.0,100.0,100.0,78.97,36.46,0.00,"158,147.87","158,147.87","158,147.87","124,891.08","57,654.86"
2014-07-01,0.0,100.0,100.0,100.0,78.97,36.46,0.00,"158,147.87","158,147.87","158,147.87","124,891.08","57,654.86"
2014-06-24,0.0,100.0,100.0,100.0,76.69,32.98,0.00,"158,147.87","158,147.87","158,147.87","121,276.03","52,160.96"
2014-06-17,0.0,100.0,100.0,100.0,76.69,32.98,0.00,"158,147.87","158,147.87","158,147.87","121,276.03","52,160.96"
2014-06-10,0.0,100.0,100.0,100.0,76.68,24.77,0.00,"158,147.87","158,147.87","158,141.70","121,272.79","39,168.08"
2014-06-03,0.0,100.0,100.0,100.0,76.68,24.77,0.00,"158,147.87","158,147.87","158,141.70","121,272.79","39,168.08"
2014-05-27,0.0,100.0,100.0,100.0,76.68,24.77,0.00,"158,147.87","158,147.87","158,141.70","121,272.79","39,168.08"
2014-05-20,0.0,100.0,100.0,100.0,76.68,24.77,0.00,"158,147.87","158,147.87","158,141.70","121,272.79","39,168.08"
2014-05-13,0.0,100.0,100.0,100.0,76.68,24.77,0.00,"158,147.87","158,147.87","158,141.70","121,272.79","39,168.08"
2014-05-06,0.0,100.0,100.0,95.93,76.68,24.77,0.00,"158,147.87","158,147.87","151,716.80","121,272.79","39,168.08"
2014-04-29,0.0,100.0,100.0,96.01,76.68,24.77,0.00,"158,147.87","158,147.87","151,830.02","121,272.79","39,168.08"
2014-04-22,0.0,100.0,100.0,96.01,76.68,24.77,0.00,"158,147.87","158,147.87","151,830.02","121,272.79","39,168.08"
2014-04-15,0.0,100.0,99.8,95.21,68.76,23.49,0.00,"158,147.87","157,836.23","150,571.13","108,743.40","37,141.67"
2014-04-08,0.0,100.0,99.81,95.21,68.76,23.49,0.00,"158,147.87","157,841.87","150,571.13","108,743.40","37,141.67"
2014-04-01,0.0,100.0,99.81,95.21,68.76,23.49,0.00,"158,147.87","157,841.87","150,571.13","108,743.40","37,141.67"
2014-03-25,0.0,100.0,99.8,95.21,71.78,23.42,0.00,"158,147.87","157,836.69","150,572.24","113,513.37","37,034.30"
2014-03-18,0.01,99.99,99.8,93.08,71.78,22.37,8.14,"158,139.73","157,826.09","147,198.04","113,513.37","35,370.41"
2014-03-11,0.01,99.99,94.56,90.81,65.89,22.37,9.07,"158,138.81","149,538.66","143,610.62","104,209.11","35,370.41"
2014-03-04,0.0,100.0,94.56,90.82,65.89,22.37,7.07,"158,140.80","149,538.66","143,637.35","104,209.11","35,370.41"
2014-02-25,0.0,100.0,94.56,90.82,73.83,26.21,7.07,"158,140.80","149,538.66","143,637.35","116,760.28","41,452.99"
2014-02-18,0.0,100.0,94.54,90.82,68.3,14.62,7.07,"158,140.80","149,517.83","143,637.35","108,015.86","23,115.73"
2014-02-11,1.43,98.57,94.54,91.59,60.94,9.81,"2,264.59","155,883.28","149,517.83","144,855.05","96,382.95","15,514.79"
2014-02-04,1.43,98.57,94.18,89.91,67.13,9.81,"2,264.59","155,883.28","148,946.10","142,193.16","106,164.69","15,514.79"
2014-01-28,1.43,98.57,94.18,89.91,67.13,8.77,"2,264.59","155,883.28","148,946.10","142,193.16","106,164.69","13,868.14"
2014-01-21,1.43,98.57,94.18,89.91,62.71,0.0,"2,264.59","155,883.28","148,946.10","142,193.16","99,168.43",0.00
2014-01-14,1.43,98.57,94.18,89.91,62.71,0.0,"2,264.59","155,883.28","148,946.10","142,193.16","99,168.43",0.00
2014-01-07,1.43,98.57,94.25,87.53,27.59,0.0,"2,264.59","155,883.28","149,051.06","138,431.87","43,636.39",0.00
2013-12-31,2.61,97.39,94.25,87.53,27.59,0.0,"4,129.89","154,017.98","149,051.06","138,431.87","43,636.39",0.00
2013-12-24,2.61,97.39,94.25,84.88,27.59,0.0,"4,129.89","154,017.98","149,051.06","134,233.05","43,636.39",0.00
2013-12-17,2.61,97.39,94.25,82.53,27.59,0.0,"4,129.89","154,017.98","149,051.06","130,524.71","43,636.39",0.00
2013-12-10,2.61,97.39,94.15,82.53,27.59,0.0,"4,129.89","154,017.98","148,901.89","130,524.71","43,636.39",0.00
2013-12-03,2.61,97.39,94.15,82.53,27.59,0.0,"4,129.89","154,017.98","148,901.89","130,524.71","43,636.39",0.00
2013-11-26,2.61,97.39,94.15,82.53,27.59,0.0,"4,129.89","154,017.98","148,901.89","130,524.71","43,636.39",0.00
2013-11-19,2.61,97.39,96.0,84.12,27.59,0.0,"4,129.89","154,017.98","151,821.04","133,041.86","43,636.39",0.00
2013-11-12,2.61,97.39,96.0,84.12,11.36,0.0,"4,129.89","154,017.98","151,821.04","133,041.86","17,960.30",0.00
2013-11-05,2.62,97.38,95.98,84.12,11.36,0.0,"4,147.38","154,000.49","151,795.80","133,041.86","17,960.30",0.00
2013-10-29,2.66,97.34,95.98,84.12,11.36,0.0,"4,201.46","153,946.41","151,795.80","133,041.86","17,960.30",0.00
2013-10-22,2.66,97.34,95.98,84.12,11.36,0.0,"4,201.46","153,946.41","151,795.80","133,041.86","17,960.30",0.00
2013-10-15,2.65,97.35,95.95,84.12,11.36,0.0,"4,197.93","153,949.94","151,740.15","133,041.86","17,960.30",0.00
2013-10-08,2.52,97.48,95.95,84.12,11.36,0.0,"3,978.96","154,168.91","151,749.40","133,041.86","17,960.30",0.00
2013-10-01,2.63,97.37,95.95,84.12,11.36,0.0,"4,153.28","153,994.59","151,749.40","133,041.86","17,960.30",0.00
2013-09-24,2.63,97.37,96.04,89.84,11.36,0.0,"4,153.28","153,994.59","151,879.72","142,075.99","17,960.30",0.00
2013-09-17,2.63,97.37,96.04,89.84,11.36,0.0,"4,153.28","153,994.59","151,879.72","142,075.99","17,960.30",0.00
2013-09-10,0.0,100.0,97.08,92.94,11.36,0.0,0.00,"158,147.87","153,533.54","146,976.76","17,960.30",0.00
2013-09-03,0.0,100.0,97.08,92.94,11.36,0.0,0.00,"158,147.87","153,533.54","146,976.76","17,960.30",0.00
2013-08-27,0.0,100.0,98.23,93.86,11.36,0.0,0.00,"158,147.87","155,343.03","148,432.62","17,960.30",0.00
2013-08-20,0.0,100.0,98.23,93.86,11.36,0.0,0.00,"158,147.87","155,343.03","148,432.62","17,960.30",0.00
2013-08-13,0.0,100.0,98.23,93.86,11.36,0.0,0.00,"158,147.87","155,343.03","148,432.62","17,960.30",0.00
2013-08-06,0.0,100.0,98.23,93.86,0.0,0.0,0.00,"158,147.87","155,343.03","148,432.62",0.00,0.00
2013-07-30,0.0,100.0,98.23,93.86,0.0,0.0,0.00,"158,147.87","155,343.03","148,432.62",0.00,0.00
2013-07-23,0.0,100.0,98.23,93.96,0.0,0.0,0.00,"158,147.87","155,344.79","148,599.64",0.00,0.00
2013-07-16,0.0,100.0,98.23,93.96,0.0,0.0,0.00,"158,147.87","155,344.79","148,599.64",0.00,0.00
2013-07-09,0.0,100.0,98.23,92.7,0.0,0.0,0.00,"158,147.87","155,344.79","146,601.68",0.00,0.00
2013-07-02,0.0,100.0,98.23,92.7,0.0,0.0,0.00,"158,147.87","155,344.79","146,601.68",0.00,0.00
2013-06-25,0.0,100.0,98.21,92.61,0.0,0.0,0.00,"158,147.87","155,313.98","146,458.01",0.00,0.00
2013-06-18,0.0,100.0,98.21,67.07,0.0,0.0,0.00,"158,147.87","155,313.98","106,071.97",0.00,0.00
2013-06-11,0.0,100.0,98.16,53.54,0.0,0.0,0.00,"158,147.87","155,233.43","84,673.60",0.00,0.00
2013-06-04,0.0,100.0,98.16,53.64,0.0,0.0,0.00,"158,147.87","155,237.28","84,836.44",0.00,0.00
2013-05-28,0.0,100.0,98.16,46.25,0.0,0.0,0.00,"158,147.87","155,237.28","73,147.17",0.00,0.00
2013-05-21,0.0,100.0,98.16,46.25,0.0,0.0,0.00,"158,147.87","155,237.28","73,147.17",0.00,0.00
2013-05-14,0.0,100.0,98.16,46.25,0.0,0.0,0.00,"158,147.87","155,237.28","73,147.17",0.00,0.00
2013-05-07,0.0,100.0,98.16,46.25,0.0,0.0,0.00,"158,147.87","155,237.28","73,147.17",0.00,0.00
2013-04-30,0.0,100.0,64.3,32.82,0.0,0.0,0.00,"158,147.87","101,681.43","51,907.60",0.00,0.00
2013-04-23,2.84,97.16,63.42,30.0,0.0,0.0,"4,489.42","153,658.45","100,298.41","47,448.37",0.00,0.00
2013-04-16,2.84,97.16,48.39,23.22,0.0,0.0,"4,489.63","153,658.25","76,533.73","36,722.46",0.00,0.00
2013-04-09,2.84,97.16,48.39,23.22,0.0,0.0,"4,489.63","153,658.25","76,533.73","36,722.46",0.00,0.00
2013-04-02,0.0,100.0,48.38,24.22,0.0,0.0,0.00,"158,147.87","76,505.78","38,298.80",0.00,0.00
2013-03-26,0.0,100.0,48.38,24.22,0.0,0.0,0.00,"158,147.87","76,505.78","38,298.80",0.00,0.00
2013-03-19,12.85,87.15,48.38,24.19,0.0,0.0,"20,327.78","137,820.09","76,505.78","38,249.69",0.00,0.00
2013-03-12,15.63,84.37,46.23,24.19,0.0,0.0,"24,721.62","133,426.25","73,113.72","38,249.69",0.00,0.00
2013-03-05,0.03,99.97,47.37,26.96,0.0,0.0,44.24,"158,103.63","74,921.72","42,638.25",0.00,0.00
2013-02-26,0.02,99.98,47.13,26.96,0.0,0.0,37.73,"158,110.14","74,529.69","42,638.25",0.00,0.00
2013-02-19,15.45,84.55,47.18,23.72,0.0,0.0,"24,432.05","133,715.82","74,621.69","37,514.65",0.00,0.00
2013-02-12,34.53,65.47,47.18,23.72,0.0,0.0,"54,608.70","103,539.17","74,621.69","37,514.65",0.00,0.00
2013-02-05,34.2,65.8,47.18,21.57,0.0,0.0,"54,084.21","104,063.66","74,621.69","34,106.89",0.00,0.00
2013-01-29,34.2,65.8,47.18,21.57,0.0,0.0,"54,084.21","104,063.66","74,621.69","34,106.89",0.00,0.00
2013-01-22,34.2,65.8,53.58,21.57,0.0,0.0,"54,084.21","104,063.66","84,727.85","34,106.89",0.00,0.00
2013-01-15,34.2,65.8,53.58,21.57,0.0,0.0,"54,084.21","104,063.66","84,727.85","34,106.89",0.00,0.00
2013-01-08,32.42,67.58,55.02,21.37,0.0,0.0,"51,269.40","106,878.47","87,014.58","33,796.94",0.00,0.00
2013-01-01,31.75,68.25,55.32,22.5,0.0,0.0,"50,210.40","107,937.47","87,488.33","35,588.17",0.00,0.00
2012-12-25,30.94,69.06,56.19,25.22,0.05,0.0,"48,937.34","109,210.53","88,861.14","39,892.14",79.66,0.00
2012-12-18,30.94,69.06,56.19,26.15,0.05,0.0,"48,937.34","109,210.53","88,861.14","41,350.24",79.66,0.00
2012-12-11,30.94,69.06,57.94,26.59,0.05,0.0,"48,937.34","109,210.53","91,634.41","42,058.60",79.66,0.00
2012-12-04,23.15,76.85,59.36,26.59,0.05,0.0,"36,607.45","121,540.42","93,874.78","42,058.60",79.66,0.00
2012-11-27,6.77,93.23,70.47,28.16,1.14,0.0,"10,704.70","147,443.17","111,449.46","44,536.85","1,809.66",0.00
2012-11-20,4.82,95.18,67.67,21.61,1.14,0.0,"7,629.76","150,518.12","107,019.14","34,182.64","1,809.66",0.00
2012-11-13,7.19,92.81,66.37,19.1,1.14,0.0,"11,367.52","146,780.35","104,962.84","30,205.09","1,809.66",0.00
2012-11-06,7.19,92.81,67.75,19.1,1.14,0.0,"11,367.52","146,780.35","107,144.48","30,205.09","1,809.66",0.00
2012-10-30,6.73,93.27,68.48,19.1,1.14,0.0,"10,635.46","147,512.41","108,305.55","30,205.09","1,809.66",0.00
2012-10-23,6.75,93.25,68.48,19.1,1.14,0.0,"10,679.03","147,468.84","108,305.55","30,205.09","1,809.66",0.00
2012-10-16,6.64,93.36,68.48,19.1,1.14,0.0,"10,494.15","147,653.72","108,292.10","30,205.09","1,809.66",0.00
2012-10-09,6.64,93.36,69.57,21.98,1.14,0.0,"10,505.91","147,641.96","110,026.87","34,754.48","1,809.66",0.00
2012-10-02,11.94,88.06,69.41,21.98,1.14,0.0,"18,887.15","139,260.72","109,773.12","34,754.48","1,809.66",0.00
2012-09-25,11.95,88.05,69.41,22.27,1.14,0.0,"18,891.19","139,256.68","109,773.12","35,217.01","1,809.66",0.00
2012-09-18,11.95,88.05,69.09,22.27,1.14,0.0,"18,891.19","139,256.68","109,263.71","35,217.01","1,809.66",0.00
2012-09-11,11.74,88.26,69.13,22.31,1.14,0.0,"18,570.74","139,577.13","109,331.20","35,284.66","1,809.66",0.00
2012-09-04,11.74,88.26,69.28,22.76,1.14,0.0,"18,570.74","139,577.13","109,572.55","35,991.16","1,809.66",0.00
2012-08-28,11.74,88.26,69.44,23.05,1.14,0.0,"18,569.59","139,578.28","109,816.49","36,449.16","1,809.66",0.00
2012-08-21,11.3,88.7,69.2,23.3,0.29,0.0,"17,871.05","140,276.82","109,446.21","36,843.27",457.69,0.00
2012-08-14,11.3,88.7,63.84,23.31,0.29,0.0,"17,871.03","140,276.84","100,963.85","36,865.81",457.69,0.00
2012-08-07,11.64,88.36,63.8,23.31,0.29,0.0,"18,408.95","139,738.92","100,906.04","36,865.81",457.69,0.00
2012-07-31,11.64,88.36,63.8,23.6,0.29,0.0,"18,408.95","139,738.92","100,906.04","37,330.60",457.69,0.00
2012-07-24,11.64,88.36,63.8,26.85,0.29,0.0,"18,408.95","139,738.92","100,906.04","42,456.72",457.69,0.00
2012-07-17,15.88,84.12,59.74,22.92,0.0,0.0,"25,115.15","133,032.72","94,473.29","36,254.04",0.00,0.00
2012-07-10,15.88,84.12,59.74,22.92,0.0,0.0,"25,115.15","133,032.72","94,473.29","36,254.04",0.00,0.00
2012-07-03,15.88,84.12,59.77,22.92,0.0,0.0,"25,115.15","133,032.72","94,529.77","36,254.04",0.00,0.00
2012-06-26,15.89,84.11,59.51,22.76,0.0,0.0,"25,128.01","133,019.86","94,109.34","36,000.93",0.00,0.00
2012-06-19,15.89,84.11,59.51,22.6,0.0,0.0,"25,128.01","133,019.86","94,109.34","35,735.93",0.00,0.00
2012-06-12,15.89,84.11,58.89,22.6,0.0,0.0,"25,128.01","133,019.86","93,138.77","35,735.93",0.00,0.00
2012-06-05,15.89,84.11,58.89,22.6,0.0,0.0,"25,127.64","133,020.23","93,138.77","35,735.93",0.00,0.00
2012-05-29,15.89,84.11,58.89,22.6,0.0,0.0,"25,127.64","133,020.23","93,138.77","35,735.93",0.00,0.00
2012-05-22,15.89,84.11,58.89,22.6,0.0,0.0,"25,127.64","133,020.23","93,138.77","35,735.93",0.00,0.00
2012-05-15,15.89,84.11,58.89,22.6,0.0,0.0,"25,127.64","133,020.23","93,138.77","35,735.93",0.00,0.00
2012-05-08,15.89,84.11,58.89,21.14,0.0,0.0,"25,127.64","133,020.23","93,138.77","33,435.36",0.00,0.00
2012-05-01,15.84,84.16,58.97,21.14,0.0,0.0,"25,047.73","133,100.14","93,261.36","33,435.36",0.00,0.00
2012-04-24,15.84,84.16,60.23,22.87,0.0,0.0,"25,047.73","133,100.14","95,254.57","36,167.13",0.00,0.00
2012-04-17,15.84,84.16,60.23,26.35,0.0,0.0,"25,047.73","133,100.14","95,254.57","41,668.13",0.00,0.00
2012-04-10,4.89,95.11,81.47,49.0,0.0,0.0,"7,734.04","150,413.83","128,847.33","77,487.83",0.00,0.00
2012-04-03,3.54,96.46,82.01,46.25,0.0,0.0,"5,603.56","152,544.31","129,691.91","73,147.44",0.00,0.00
2012-03-27,2.22,97.78,89.61,46.25,0.0,0.0,"3,518.57","154,629.30","141,723.43","73,147.44",0.00,0.00
2012-03-20,2.22,97.78,89.61,40.14,0.0,0.0,"3,503.55","154,644.32","141,723.43","63,480.67",0.00,0.00
2012-03-13,0.11,99.89,90.14,45.73,0.0,0.0,176.11,"157,971.76","142,557.68","72,313.98",0.00,0.00
2012-03-06,4.39,95.61,75.24,16.02,0.0,0.0,"6,936.00","151,211.87","118,986.44","25,337.70",0.00,0.00
2012-02-28,4.39,95.61,72.09,16.02,0.0,0.0,"6,936.00","151,211.87","114,006.17","25,337.70",0.00,0.00
2012-02-21,4.77,95.23,67.76,5.06,0.0,0.0,"7,543.78","150,604.09","107,154.60","7,996.74",0.00,0.00
2012-02-14,10.37,89.63,59.06,0.0,0.0,0.0,"16,407.63","141,740.24","93,398.85",0.00,0.00,0.00
2012-02-07,10.37,89.63,59.06,0.0,0.0,0.0,"16,407.63","141,740.24","93,398.85",0.00,0.00,0.00
2012-01-31,11.09,88.91,57.33,0.0,0.0,0.0,"17,540.42","140,607.45","90,664.73",0.00,0.00,0.00
2012-01-24,19.12,80.88,41.23,0.0,0.0,0.0,"30,237.65","127,910.22","65,196.69",0.00,0.00,0.00
2012-01-17,18.74,81.26,46.34,3.1,0.0,0.0,"29,639.34","128,508.53","73,285.18","4,910.17",0.00,0.00
2012-01-10,19.1,80.9,46.34,3.1,0.0,0.0,"30,208.63","127,939.24","73,285.18","4,910.17",0.00,0.00
2012-01-03,29.91,70.09,46.34,0.0,0.0,0.0,"47,298.50","110,849.37","73,285.18",0.00,0.00,0.00
2011-12-27,33.91,66.09,5.41,0.0,0.0,0.0,"53,630.29","104,517.59","8,562.25",0.00,0.00,0.00
2011-12-20,71.58,28.42,0.0,0.0,0.0,0.0,"113,207.41","44,940.46",0.00,0.00,0.00,0.00
2011-12-13,74.32,25.68,0.0,0.0,0.0,0.0,"117,532.46","40,615.41",0.00,0.00,0.00,0.00
2011-12-06,82.53,17.47,0.0,0.0,0.0,0.0,"130,515.56","27,632.31",0.00,0.00,0.00,0.00
2011-11-29,88.32,11.68,0.0,0.0,0.0,0.0,"139,677.53","18,470.34",0.00,0.00,0.00,0.00
2011-11-22,88.42,11.58,0.0,0.0,0.0,0.0,"139,838.34","18,309.53",0.00,0.00,0.00,0.00
2011-11-15,88.42,11.58,0.0,0.0,0.0,0.0,"139,838.34","18,309.53",0.00,0.00,0.00,0.00
2011-11-08,88.51,11.49,0.0,0.0,0.0,0.0,"139,971.23","18,176.64",0.00,0.00,0.00,0.00
2011-11-01,89.22,10.78,0.0,0.0,0.0,0.0,"141,099.73","17,048.14",0.00,0.00,0.00,0.00
2011-10-25,89.25,10.75,0.0,0.0,0.0,0.0,"141,143.92","17,003.95",0.00,0.00,0.00,0.00
2011-10-18,89.25,10.75,0.0,0.0,0.0,0.0,"141,143.92","17,003.95",0.00,0.00,0.00,0.00
2011-10-11,89.25,10.75,0.0,0.0,0.0,0.0,"141,143.92","17,003.95",0.00,0.00,0.00,0.00
2011-10-04,89.25,10.75,0.0,0.0,0.0,0.0,"141,143.92","17,003.95",0.00,0.00,0.00,0.00
2011-09-27,89.14,10.86,0.0,0.0,0.0,0.0,"140,976.43","17,171.45",0.00,0.00,0.00,0.00
2011-09-20,89.14,10.86,0.0,0.0,0.0,0.0,"140,976.43","17,171.45",0.00,0.00,0.00,0.00
2011-09-13,87.36,12.64,0.0,0.0,0.0,0.0,"138,154.13","19,993.74",0.00,0.00,0.00,0.00
2011-09-06,87.55,12.45,0.0,0.0,0.0,0.0,"138,464.11","19,683.76",0.00,0.00,0.00,0.00
2011-08-30,92.14,7.86,0.0,0.0,0.0,0.0,"145,711.38","12,436.49",0.00,0.00,0.00,0.00
